size,threshold,random,reversed,almost_sorted
67700,20,26600,20104,19168
67700,30,26334,19961,18979
67700,50,24846,19714,16764
67800,5,33741,26856,26687
67800,10,29557,22656,22269
67800,15,29486,22660,22341
67800,20,26706,20169,19262
67800,30,27077,20253,19384
67800,50,25363,20111,17066
67900,5,34027,27665,27294
67900,10,29555,22656,22365
67900,15,29667,22867,22365
67900,20,26799,20200,19360
67900,30,26788,20316,19351
67900,50,25170,19983,16843
68000,5,33972,27039,26865
68000,10,29466,22639,22321
68000,15,29816,22635,22205
68000,20,26582,20090,19169
68000,30,26891,20221,19206
68000,50,25168,19995,16867
68100,5,33954,26961,26862
68100,10,29609,22644,22253
68100,15,29439,22560,22273
68100,20,26685,20214,19209
68100,30,26569,20115,19158
68100,50,25163,20007,16977
68200,5,33924,27078,26879
68200,10,29634,22638,22361
68200,15,29614,22693,22403
68200,20,26785,20210,19883
68200,30,26653,20222,19200
68200,50,25223,20045,16932
68300,5,34203,27093,29739
68300,10,29648,22645,22358
68300,15,29875,22699,22402
68300,20,26905,20295,19418
68300,30,26799,20173,19273
68300,50,25222,20107,16891
68400,5,34111,27304,26911
68400,10,29654,22720,22343
68400,15,30294,23425,22924
68400,20,27069,20464,19546
68400,30,26720,20215,19311
68400,50,25274,20074,16998
68500,5,34154,27296,27046
68500,10,30231,22845,22489
68500,15,29693,22749,22422
68500,20,27069,20640,19795
68500,30,27071,20628,19321
68500,50,25328,20122,17072
68600,5,34437,27293,27386
68600,10,29958,22940,22629
68600,15,29905,23068,22679
68600,20,27021,20390,19337
68600,30,26965,20464,19463
68600,50,25670,20367,17240
68700,5,34160,27291,27098
68700,10,30117,23013,22653
68700,15,29687,22766,22427
68700,20,27101,20701,19882
68700,30,27095,20787,19560
68700,50,25295,20096,17029
68800,5,34339,27236,27114
68800,10,30015,22907,22562
68800,15,30116,23120,22852
68800,20,27105,20425,19454
68800,30,27044,20466,19466
68800,50,25924,20487,17175
68900,5,34721,27650,27464
68900,10,30304,23179,22874
68900,15,30140,23202,22745
68900,20,27133,20507,19427
68900,30,27092,20544,19537
68900,50,25838,20577,17336
69000,5,34827,27391,27229
69000,10,29883,22972,22524
69000,15,29833,22855,22510
69000,20,27301,20671,19623
69000,30,26990,20442,19685
69000,50,25466,20232,17013
69100,5,34614,27435,27214
69100,10,29943,22917,22626
69100,15,29970,22933,22543
69100,20,27227,20600,19492
69100,30,26922,20346,19341
69100,50,25462,20292,17090
69200,5,34362,27316,27057
69200,10,29963,23099,22560
69200,15,29950,22901,22463
69200,20,27267,20573,19468
69200,30,27246,20545,19570
69200,50,25777,20535,17256
69300,5,34643,27415,27350
69300,10,29977,22932,22527
69300,15,29842,22861,22465
69300,20,27322,20722,19656
69300,30,27352,20713,19623
69300,50,25663,20448,17156
69400,5,34534,27428,27320
69400,10,30171,23082,22737
69400,15,30078,23025,22615
69400,20,27296,20689,19590
69400,30,27391,20725,19616
69400,50,25739,20529,17282
69500,5,34682,27540,27334
69500,10,30390,23251,22838
69500,15,30394,23185,22824
69500,20,27340,20655,19671
69500,30,27346,20939,19616
69500,50,25850,20574,17360
69600,5,34726,27874,27454
69600,10,30321,23188,22783
69600,15,30282,23165,22796
69600,20,27498,21016,19674
69600,30,27369,20741,19740
69600,50,25755,20590,17332
69700,5,34818,27638,27360
69700,10,30394,23299,22899
69700,15,30443,23299,23028
69700,20,27396,20760,19710
69700,30,27712,20878,19715
69700,50,25896,20547,17277
69800,5,35107,27854,27702
69800,10,30489,23373,22999
69800,15,30584,23530,23621
69800,20,27467,20860,19702
69800,30,27494,20846,19641
69800,50,26545,21452,17321
69900,5,34846,27679,27692
69900,10,30520,23149,22894
69900,15,30488,23495,22906
69900,20,27706,20847,19896
69900,30,27620,20772,19770
69900,50,25900,20689,17208
70000,5,35679,28103,27623
70000,10,30759,23569,23132
70000,15,30687,23539,22905
70000,20,28438,21305,20435
70000,30,27636,20875,19757
70000,50,25823,20561,17296
70100,5,35227,27923,27698
70100,10,30767,23511,23236
70100,15,30859,23662,23170
70100,20,27646,20975,19928
70100,30,27666,20899,19854
70100,50,26164,20763,17469
70200,5,35027,27809,27567
70200,10,30469,23374,22927
70200,15,30453,23423,22912
70200,20,27423,20730,19645
70200,30,27611,20968,19804
70200,50,26170,20812,17518
70300,5,35026,27800,27554
70300,10,30580,23377,22907
70300,15,30569,23377,22997
70300,20,27592,20904,19849
70300,30,27701,21019,19804
70300,50,26135,20818,17474
70400,5,35140,27843,27682
70400,10,30588,23385,23020
70400,15,30590,23438,23057
70400,20,27618,20921,19793
70400,30,27621,20899,19840
70400,50,26178,20913,17589
70500,5,35180,27880,27672
70500,10,30620,23545,23044
70500,15,30988,23836,23416
70500,20,27793,21014,19839
70500,30,27735,21012,19957
70500,50,26266,20932,17567
70600,5,35269,27815,27751
70600,10,30602,23495,23019
70600,15,30730,23493,23054
70600,20,27746,21050,19935
70600,30,27805,21060,19871
70600,50,26398,20979,17658
70700,5,35171,27829,27685
70700,10,30653,23522,23097
70700,15,30704,23525,23142
70700,20,27757,21036,19885
70700,30,27741,21086,19931
70700,50,26286,20916,17578
70800,5,35198,27872,27729
70800,10,30911,23611,23285
70800,15,30715,23546,23084
70800,20,28152,21111,20499
70800,30,27686,20986,19946
70800,50,26460,21151,17684
70900,5,35486,28038,27802
70900,10,30680,23483,23140
70900,15,30695,23549,23146
70900,20,27866,21118,19991
70900,30,27858,21124,19923
70900,50,26372,21159,17712
71000,5,35452,28054,27929
71000,10,30816,23598,23582
71000,15,30861,23630,23176
71000,20,27973,21244,20080
71000,30,27954,21200,20060
71000,50,26356,21061,17642
71100,5,35409,28033,27897
71100,10,30864,23670,23250
71100,15,30831,23585,23243
71100,20,27935,21140,20048
71100,30,27864,21201,20013
71100,50,26351,21044,17718
71200,5,35428,28099,27878
71200,10,30606,23427,23035
71200,15,30703,23497,23170
71200,20,28179,21260,20107
71200,30,27831,21103,19962
71200,50,26537,21144,17690
71300,5,35458,28148,27951
71300,10,31117,23795,23427
71300,15,31083,23728,23406
71300,20,28137,21293,20130
71300,30,27989,21120,20425
71300,50,26614,21298,17774
71400,5,35598,28157,27994
71400,10,30964,23735,23292
71400,15,30837,23739,23292
71400,20,28141,21321,20096
71400,30,28123,21302,20108
71400,50,26622,21226,17736
71500,5,35640,28193,28604
71500,10,31081,23798,23445
71500,15,31131,23764,23398
71500,20,28072,21330,20242
71500,30,28333,21749,20186
71500,50,26632,21218,17839
71600,5,35915,28689,28203
71600,10,31391,24058,23658
71600,15,31672,24406,23874
71600,20,28449,21451,20225
71600,30,28158,21332,20158
71600,50,26644,21296,17791
71700,5,35595,28240,28206
71700,10,31926,23953,23619
71700,15,31587,24022,23701
71700,20,28335,21410,20343
71700,30,28115,21284,20162
71700,50,26707,21346,17858
71800,5,35833,28333,28245
71800,10,31688,23880,23425
71800,15,31291,24079,23737
71800,20,28239,21422,20202
71800,30,28167,21383,20276
71800,50,26657,21367,17823
71900,5,35688,28337,28202
71900,10,31450,23969,23626
71900,15,31296,24029,23487
71900,20,28290,21509,20336
71900,30,28514,21550,20309
71900,50,26948,21575,17992
72000,5,35745,28234,28042
72000,10,30980,23681,23280
72000,15,31095,23835,23333
72000,20,28158,21358,20201
72000,30,28210,21286,20204
72000,50,26721,21307,17805
72100,5,35998,28373,28118
72100,10,31253,23818,23435
72100,15,32352,23754,23376
72100,20,28145,21310,20183
72100,30,28348,21501,20325
72100,50,26837,21468,17881
72200,5,35661,28486,28158
72200,10,31295,23862,23500
72200,15,31498,25957,23540
72200,20,28769,21693,20307
72200,30,28142,21418,20243
72200,50,26707,21344,17887
72300,5,35877,28367,28204
72300,10,31206,23966,23452
72300,15,31239,23967,23461
72300,20,28370,21530,20268
72300,30,28226,21638,20347
72300,50,26841,21472,17834
72400,5,36004,28374,28271
72400,10,31861,24019,23540
72400,15,31324,23992,23486
72400,20,28244,21487,20258
72400,30,29146,21885,20943
72400,50,27599,21673,18062
72500,5,36248,29009,28561
72500,10,31502,24037,23558
72500,15,31411,24118,23661
72500,20,28613,21651,20480
72500,30,28611,21623,20414
72500,50,27017,21668,18071
72600,5,36036,28656,28479
72600,10,31371,24027,23600
72600,15,31435,24056,23700
72600,20,28670,21667,20463
72600,30,28532,21624,20416
72600,50,27156,21734,18123
72700,5,36184,28537,28427
72700,10,31784,24374,24470
72700,15,31709,24180,24047
72700,20,28404,21686,20461
72700,30,28379,21525,20360
72700,50,27069,21753,18152
72800,5,36294,28670,28680
72800,10,31507,24089,23603
72800,15,31458,23942,23566
72800,20,28362,21531,20319
72800,30,28520,21608,20415
72800,50,26870,21615,17958
72900,5,36231,28674,28369
72900,10,31342,24071,23536
72900,15,31479,24038,23713
72900,20,28606,21752,20850
72900,30,28619,21726,20547
72900,50,26926,21617,17956
73000,5,35881,28337,28228
73000,10,31346,24010,23570
73000,15,31543,24092,23705
73000,20,28565,21686,20482
73000,30,28722,21735,20477
73000,50,27170,21755,18131
73100,5,36230,28648,28493
73100,10,31558,24194,23727
73100,15,31720,24296,23946
73100,20,28709,21764,20484
73100,30,28461,21557,20379
73100,50,27257,22112,18206
73200,5,36039,28590,28482
73200,10,33259,27348,23940
73200,15,32590,24328,23972
73200,20,28741,21819,20554
73200,30,28997,21808,20634
73200,50,27171,21744,18097
73300,5,36636,29262,28901
73300,10,31762,24226,23816
73300,15,31617,24199,23833
73300,20,28769,21788,20602
73300,30,29129,22049,20889
73300,50,27332,21953,18166
73400,5,36670,29992,29230
73400,10,31902,24391,24017
73400,15,31810,24477,23877
73400,20,28753,21793,20669
73400,30,29456,21961,20788
73400,50,30161,22443,18445
73500,5,36263,32031,28625
73500,10,34662,24727,25363
73500,15,31982,24809,24134
73500,20,28698,21670,20529
73500,30,28773,21812,20855
73500,50,27453,21961,18297
73600,5,36286,28619,28590
73600,10,31679,24173,23809
73600,15,31906,24420,24109
73600,20,28950,21784,20638
73600,30,28796,21895,20584
73600,50,27419,21987,18318
73700,5,36423,28700,28541
73700,10,31988,24314,23845
73700,15,31626,24201,23878
73700,20,29114,21933,20801
73700,30,28939,21904,20661
73700,50,27437,22023,18349
73800,5,36477,28929,28754
73800,10,31960,24417,24066
73800,15,32299,24635,24129
73800,20,29279,22029,20876
73800,30,28911,21959,20724
73800,50,27594,22141,18463
73900,5,36745,28963,29283
73900,10,31843,24272,23881
73900,15,31701,24225,23802
73900,20,28749,21855,20642
73900,30,28734,21837,20668
73900,50,27428,21946,18254
74000,5,36240,28686,28549
74000,10,31793,24213,23792
74000,15,31639,24200,23773
74000,20,28826,21830,20608
74000,30,28758,21856,20675
74000,50,27357,21947,18206
74100,5,36332,28749,28532
74100,10,34041,24678,23897
74100,15,31761,24300,23835
74100,20,28792,21874,20718
74100,30,28850,21909,20638
74100,50,27349,21998,18290
74200,5,36290,28682,28622
74200,10,31791,24244,23846
74200,15,31803,24262,23816
74200,20,28856,21898,20741
74200,30,28917,21885,20664
74200,50,27384,21988,18268
74300,5,36435,28755,28641
74300,10,31785,24301,23923
74300,15,31761,24266,23855
74300,20,29355,22286,21095
74300,30,28880,21877,20690
74300,50,27409,22054,18313
74400,5,36455,28860,28699
74400,10,31887,24352,23952
74400,15,31919,24297,23923
74400,20,28947,21943,20740
74400,30,28950,21935,20740
74400,50,27489,22094,18318
74500,5,36449,28889,28692
74500,10,31853,24288,23912
74500,15,31889,24328,23993
74500,20,29054,21966,20729
74500,30,28985,22010,20761
74500,50,27495,23674,18756
74600,5,36460,28919,28741
74600,10,31890,24414,23975
74600,15,31966,24387,23951
74600,20,29026,22004,20783
74600,30,29002,22027,20946
74600,50,27544,22184,18361
74700,5,36510,28897,28750
74700,10,32020,24400,24022
74700,15,31921,24412,23990
74700,20,29062,22055,20849
74700,30,29044,22009,20779
74700,50,27565,22187,18410
74800,5,36601,28936,28773
74800,10,31976,24754,23995
74800,15,31948,24398,24014
74800,20,29117,22041,20860
74800,30,29066,22055,20822
74800,50,27606,22203,18396
74900,5,36741,28960,28797
74900,10,32046,24473,24068
74900,15,32037,24440,24038
74900,20,29135,22183,20943
74900,30,29212,22086,20900
74900,50,27721,22256,18457
75000,5,36754,29050,28867
75000,10,32144,24483,24076
75000,15,32113,24509,24102
75000,20,29164,22069,20924
75000,30,29369,22137,20892
75000,50,27837,22303,18510
75100,5,36686,29048,28893
75100,10,32166,24535,24095
75100,15,32123,24508,24116
75100,20,29215,22156,20908
75100,30,29191,22193,20951
75100,50,27811,22338,18482
75200,5,36764,29100,28908
75200,10,32118,24607,24153
75200,15,32133,24593,24161
75200,20,29246,22189,20954
75200,30,29215,22199,20967
75200,50,27762,22393,18525
75300,5,36800,29123,28949
75300,10,32227,24591,24214
75300,15,32200,24884,24169
75300,20,29319,22254,20970
75300,30,29289,22217,20990
75300,50,27811,22389,18519
75400,5,36800,29166,28974
75400,10,32241,24652,24153
75400,15,32305,24638,24174
75400,20,29305,22227,21025
75400,30,29312,22214,21018
75400,50,27883,22435,18538
75500,5,36843,29192,29020
75500,10,32223,24608,24204
75500,15,32314,24650,24247
75500,20,29423,22255,21040
75500,30,29417,22282,21010
75500,50,27875,22492,18569
75600,5,36976,29222,29035
75600,10,32303,24665,24277
75600,15,32326,24693,24228
75600,20,29422,22314,21048
75600,30,29428,22345,21052
75600,50,27968,22593,18569
75700,5,36984,29238,29087
75700,10,32403,24750,24351
75700,15,32413,24769,24328
75700,20,29419,22671,21045
75700,30,29438,22363,21124
75700,50,27960,22587,18582
75800,5,36987,29356,29089
75800,10,32436,24831,24309
75800,15,32376,24766,24272
75800,20,29489,22381,21101
75800,30,29528,22384,21132
75800,50,28057,22592,18677
75900,5,37130,29318,29210
75900,10,32485,24810,24314
75900,15,32449,24783,24332
75900,20,29538,22431,21195
75900,30,29510,22416,21153
75900,50,28107,22620,18663
76000,5,37115,29477,29147
76000,10,32414,24778,24340
76000,15,33390,24827,24340
76000,20,29571,22427,21166
76000,30,29553,22431,21167
76000,50,28099,22689,18749
76100,5,37132,29350,29206
76100,10,32492,24837,24379
76100,15,32500,24803,24390
76100,20,29552,22469,21209
76100,30,29571,22448,21183
76100,50,28211,22689,18673
76200,5,37280,29789,29266
76200,10,32734,24910,24428
76200,15,32542,24876,24390
76200,20,30000,22486,21193
76200,30,29655,22507,21243
76200,50,28150,22775,18790
76300,5,37194,29436,29270
76300,10,32595,24865,24428
76300,15,32576,24888,24424
76300,20,29696,22575,21255
76300,30,29636,22529,21263
76300,50,28207,22762,18751
76400,5,37280,29504,29319
76400,10,32618,24907,24544
76400,15,32609,24902,24516
76400,20,29667,22528,21267
76400,30,29779,22531,21243
76400,50,28264,22854,18818
76500,5,37357,29613,29413
76500,10,32675,24975,24533
76500,15,32657,24958,24568
76500,20,29775,22579,21349
76500,30,29767,22624,21340
76500,50,28306,22830,18811
76600,5,37254,29505,29325
76600,10,32640,24952,24547
76600,15,32714,25017,24522
76600,20,29767,22619,21325
76600,30,30187,22685,21299
76600,50,28375,22912,18950
76700,5,37336,29639,29398
76700,10,32719,24990,24575
76700,15,32715,25000,24590
76700,20,29798,22630,21320
76700,30,29817,22597,21376
76700,50,28359,22893,18890
76800,5,37393,29650,29423
76800,10,32747,25015,24640
76800,15,32790,25006,24677
76800,20,29867,22897,21842
76800,30,30643,22740,21363
76800,50,28461,22979,18939
76900,5,37476,29672,29501
76900,10,32840,25050,24648
76900,15,32810,25065,24648
76900,20,29908,22692,21409
76900,30,29850,22663,21355
76900,50,28442,22986,18902
77000,5,37461,29663,29524
77000,10,32855,25083,24647
77000,15,32814,25074,24666
77000,20,29936,22786,21466
77000,30,29888,22740,21442
77000,50,28507,23024,18937
77100,5,37571,29787,29570
77100,10,33212,25218,24727
77100,15,32868,25200,24796
77100,20,30057,22809,21437
77100,30,30014,23032,21512
77100,50,28568,23072,18971
77200,5,37585,29744,29555
77200,10,32927,25113,24729
77200,15,32975,25122,24750
77200,20,29984,22717,21480
77200,30,30032,22773,21526
77200,50,28597,23089,18945
77300,5,37657,29788,29628
77300,10,32960,25261,24751
77300,15,32989,25191,24736
77300,20,30046,22759,21502
77300,30,30074,22802,21487
77300,50,28599,23157,18996
77400,5,37717,29854,29606
77400,10,33025,25199,25071
77400,15,33020,25185,24741
77400,20,30217,22890,21532
77400,30,30202,22995,21734
77400,50,29297,23636,19508
77500,5,38055,30110,29872
77500,10,33099,25227,24892
77500,15,33099,25247,24797
77500,20,30164,22938,21575
77500,30,30121,22915,21556
77500,50,29005,23242,19058
77600,5,37712,29841,29718
77600,10,33122,25308,24824
77600,15,33095,25295,24822
77600,20,30167,22915,21598
77600,30,30156,22932,21629
77600,50,28752,23250,19124
77700,5,37762,29949,29712
77700,10,33112,25259,24860
77700,15,33185,25320,24854
77700,20,30201,22959,21595
77700,30,30257,22969,21614
77700,50,28752,23247,19093
77800,5,37889,29958,29770
77800,10,33197,25357,24906
77800,15,33205,25334,24878
77800,20,30216,23006,21650
77800,30,30254,22952,21628
77800,50,28861,23320,19104
77900,5,37889,29966,29826
77900,10,33188,25360,24985
77900,15,33172,25355,24921
77900,20,30232,23006,21639
77900,30,30251,22983,21656
77900,50,28894,23338,19219
78000,5,38233,29974,30340
78000,10,33285,25407,24979
78000,15,33382,25487,25090
78000,20,30347,23057,21689
78000,30,30692,23069,21680
78000,50,28893,23353,19187
78100,5,37945,30073,29829
78100,10,33328,25388,25031
78100,15,33249,25396,25019
78100,20,30381,23058,21712
78100,30,30379,23073,21699
78100,50,28875,23458,19147
78200,5,38009,30085,29881
78200,10,33323,25424,25041
78200,15,33254,25442,25032
78200,20,30358,23061,21712
78200,30,30367,23079,21715
78200,50,29020,23434,19239
78300,5,38006,30078,29863
78300,10,33343,25420,25049
78300,15,33363,25477,25095
78300,20,30414,23074,21774
78300,30,30478,23111,21810
78300,50,29056,23542,19236
78400,5,38048,30116,29922
78400,10,33376,25496,25102
78400,15,33346,25462,25109
78400,20,30760,23150,21844
78400,30,30742,23063,21764
78400,50,29027,23577,19255
78500,5,38126,30187,30025
78500,10,33426,25586,25105
78500,15,33387,25533,25111
78500,20,30473,23176,21772
78500,30,30490,23161,21861
78500,50,29120,23593,19272
78600,5,38183,30209,30012
78600,10,33486,25556,25149
78600,15,33523,25592,25087
78600,20,30642,23237,21816
78600,30,30514,23219,21840
78600,50,29086,23642,19305
78700,5,38176,30236,30071
78700,10,33488,25564,25137
78700,15,33484,25568,25224
78700,20,30584,23205,21851
78700,30,30553,23236,21826
78700,50,29184,23618,19378
78800,5,38291,30213,30070
78800,10,33528,25608,25175
78800,15,33610,25632,25207
78800,20,30568,23332,21889
78800,30,30587,23263,21854
78800,50,29210,23707,19346
78900,5,38217,30530,30112
78900,10,33622,25680,25527
78900,15,33642,25763,25235
78900,20,30649,23280,22288
78900,30,30711,23268,21872
78900,50,29248,23675,19415
79000,5,38340,30298,30098
79000,10,33589,25659,25225
79000,15,33660,25677,25266
79000,20,30661,23349,21912
79000,30,30634,23297,21947
79000,50,29254,23735,19416
79100,5,38383,30355,30190
79100,10,33678,25686,25300
79100,15,33683,25702,25307
79100,20,30733,23331,21946
79100,30,30697,23390,21973
79100,50,29324,23820,19428
79200,5,38354,30329,30188
79200,10,33682,25767,25350
79200,15,33689,25707,25277
79200,20,30745,23377,21959
79200,30,30768,23375,21943
79200,50,29346,23789,19450
79300,5,38474,30361,30231
79300,10,33820,25805,25297
79300,15,33798,25789,25306
79300,20,31052,23372,21958
79300,30,30781,23458,21967
79300,50,29444,23854,19427
79400,5,38473,30416,30258
79400,10,33751,25805,25376
79400,15,33746,25727,25336
79400,20,30798,23466,22010
79400,30,30874,23422,22010
79400,50,29433,24029,19478
79500,5,38524,30422,30289
79500,10,33853,25807,25389
79500,15,33806,25812,25416
79500,20,30913,23467,22042
79500,30,30879,23480,22038
79500,50,31441,23939,19525
79600,5,38617,30452,30257
79600,10,33963,25894,25444
79600,15,33863,25855,25420
79600,20,30942,23516,22108
79600,30,30929,23603,22181
79600,50,29511,23984,19549
79700,5,38586,30474,30287
79700,10,33887,25870,25428
79700,15,33878,25858,25405
79700,20,30959,23559,22133
79700,30,30930,23544,22099
79700,50,29551,23951,19546
79800,5,38687,30497,30358
79800,10,34005,25987,25482
79800,15,33923,26216,25455
79800,20,30972,23561,22119
79800,30,30936,23571,22135
79800,50,29702,24129,19643
79900,5,38647,30503,30337
79900,10,33961,25914,25487
79900,15,33956,25892,25488
79900,20,31061,23639,22190
79900,30,31050,23586,22190
79900,50,29664,24088,19612
80000,5,38695,30586,30421
80000,10,33981,25939,25498
80000,15,33974,25927,25540
80000,20,31029,23615,22208
80000,30,31045,23637,22174
80000,50,29700,24120,19668
80100,5,38743,30613,30446
80100,10,34091,25994,25547
80100,15,34004,25990,25587
80100,20,31177,23623,22219
80100,30,31088,23625,22182
80100,50,29685,24141,19665
80200,5,38869,30617,30477
80200,10,34095,26281,25591
80200,15,34112,26029,25601
80200,20,31153,23700,22221
80200,30,31083,23712,22233
80200,50,29774,24204,19759
80300,5,38799,30670,30497
80300,10,34177,26037,25628
80300,15,34110,26050,25655
80300,20,31141,23692,22267
80300,30,31211,23708,22246
80300,50,29799,24246,19756
80400,5,38880,30701,30514
80400,10,34149,26079,25694
80400,15,34159,26078,25650
80400,20,31380,23737,22300
80400,30,31198,23718,22333
80400,50,29840,24359,19797
80500,5,38920,30682,30487
80500,10,34173,26068,25655
80500,15,34178,26081,25618
80500,20,31244,23812,22268
80500,30,31254,23765,22249
80500,50,29857,24293,19690
80600,5,38912,30714,30534
80600,10,34285,26132,25644
80600,15,34218,26174,25674
80600,20,31306,23871,22326
80600,30,31285,23844,22899
80600,50,29999,24399,19719
80700,5,39313,30822,30532
80700,10,34318,26173,25669
80700,15,34267,26154,25646
80700,20,31369,23788,22364
80700,30,31342,23816,22290
80700,50,29941,24366,19771
80800,5,38989,30757,30560
80800,10,34372,26209,25699
80800,15,34278,26203,25724
80800,20,31409,23877,22371
80800,30,31364,23865,22330
80800,50,29996,24399,19772
80900,5,38986,30809,30609
80900,10,34311,26261,25770
80900,15,34319,26275,25753
80900,20,31825,23996,22365
80900,30,31414,23905,22362
80900,50,30075,24467,19797
81000,5,39086,30847,30617
81000,10,34375,26262,25795
81000,15,34366,26235,25784
81000,20,31440,23912,22420
81000,30,31421,23928,22403
81000,50,30046,24494,19815
81100,5,39167,30896,30636
81100,10,34429,26316,25822
81100,15,34433,26324,25829
81100,20,31440,23986,22431
81100,30,31474,23960,22390
81100,50,30125,24529,19866
81200,5,39128,30872,30672
81200,10,34453,26347,25814
81200,15,34460,26326,25864
81200,20,31519,23966,22454
81200,30,31571,23978,22472
81200,50,30125,24597,19871
81300,5,39227,32417,30646
81300,10,34482,26401,25895
81300,15,34487,26383,25826
81300,20,31564,23999,22468
81300,30,31601,24027,22488
81300,50,30210,24605,19902
81400,5,39183,30948,30741
81400,10,34532,26349,25887
81400,15,34509,26352,25872
81400,20,31630,24055,22467
81400,30,31551,24019,22486
81400,50,30193,24675,19915
81500,5,39277,31254,31659
81500,10,34644,26408,26228
81500,15,34566,26404,25941
81500,20,31733,24061,22525
81500,30,31679,24216,22560
81500,50,30267,24965,19951
81600,5,39310,30966,30765
81600,10,34590,26436,25941
81600,15,34564,26397,25902
81600,20,31664,24135,22537
81600,30,31677,24133,22564
81600,50,30362,24755,19952
81700,5,39361,31034,30814
81700,10,34623,26477,26017
81700,15,34688,26434,25945
81700,20,31672,24164,22576
81700,30,31690,24120,22540
81700,50,30430,24819,19990
81800,5,39364,31086,30838
81800,10,34734,26496,25995
81800,15,34738,26478,26041
81800,20,31777,24198,22664
81800,30,31814,24170,22575
81800,50,30463,24842,20075
81900,5,39437,31038,30861
81900,10,34723,26535,26034
81900,15,34730,26580,26034
81900,20,31886,24487,22630
81900,30,31794,24181,22649
81900,50,30476,24873,20109
82000,5,39512,31112,30944
82000,10,34872,26594,26107
82000,15,34787,26541,26030
82000,20,31875,24299,22732
82000,30,31752,24228,22630
82000,50,30520,24868,20079
82100,5,39607,31199,30969
82100,10,34947,26674,26251
82100,15,34789,26580,26105
82100,20,31981,24343,22850
82100,30,31811,24287,22732
82100,50,30544,24905,20186
82200,5,39696,31250,31042
82200,10,35043,26749,26286
82200,15,34847,26591,26089
82200,20,32168,24515,22947
82200,30,31885,24295,22709
82200,50,30582,24982,20176
82300,5,39742,31376,31183
82300,10,35319,27026,26518
82300,15,35124,26681,26159
82300,20,32213,24570,23122
82300,30,31948,24321,22739
82300,50,30636,25355,20216
82400,5,39882,31490,31291
82400,10,35194,26981,26652
82400,15,34932,26619,26157
82400,20,32281,24598,23180
82400,30,31911,24318,22752
82400,50,30656,25011,20133
82500,5,43591,31539,31308
82500,10,35335,27038,26611
82500,15,34990,26705,26187
82500,20,32417,24814,23281
82500,30,32008,24377,22782
82500,50,30639,25102,20187
82600,5,40046,31616,31399
82600,10,35478,27152,26704
82600,15,34980,26753,26256
82600,20,32554,24831,23421
82600,30,32381,24404,22830
82600,50,30699,25087,20250
82700,5,40133,31745,31430
82700,10,35513,27211,26781
82700,15,35084,26748,26339
82700,20,32830,25038,23681
82700,30,32298,25841,24474
82700,50,30975,25319,20369
82800,5,40237,31788,31509
82800,10,35632,27308,26882
82800,15,35117,26819,26271
82800,20,32779,25002,23612
82800,30,32139,24486,22825
82800,50,30744,25207,20252
82900,5,40339,31916,31634
82900,10,35786,27376,26978
82900,15,35169,26796,26367
82900,20,32870,25068,23722
82900,30,32108,24511,22919
82900,50,30883,25186,20300
83000,5,41249,32221,31744
83000,10,35874,28003,27136
83000,15,36912,27469,28298
83000,20,33842,26262,24480
83000,30,32232,24618,22951
83000,50,30845,25234,20300
83100,5,40647,32055,31816
83100,10,36044,27716,27177
83100,15,35366,26913,26394
83100,20,33186,25311,24044
83100,30,32267,24578,22957
83100,50,31011,25302,20340
83200,5,41192,32186,32059
83200,10,36175,27699,27295
83200,15,35274,26926,26347
83200,20,33258,25428,24058
83200,30,32269,24933,23001
83200,50,30981,25306,20371
83300,5,40712,32423,32024
83300,10,45922,28957,595354
83300,15,36434,27631,26589
83300,20,33705,25722,24622
83300,30,32499,24712,23095
83300,50,31191,25447,20485
83400,5,41966,32533,32243
83400,10,36374,27947,27519
83400,15,35740,27276,26709
83400,20,33892,25819,24566
83400,30,33101,25183,23335
83400,50,31475,25689,20648
83500,5,41533,32878,32661
83500,10,36942,28289,27742
83500,15,35684,27250,26748
83500,20,34039,25878,24726
83500,30,32907,25021,23439
83500,50,31551,25776,20692
83600,5,41278,32700,32449
83600,10,37019,29152,27935
83600,15,35355,27017,26478
83600,20,33640,25679,24499
83600,30,32421,24741,23048
83600,50,31039,25464,20438
83700,5,41012,32461,32237
83700,10,36855,28421,28193
83700,15,35919,27240,26788
83700,20,33929,25890,24770
83700,30,32838,25849,23293
83700,50,31245,25618,20623
83800,5,41089,32572,32246
83800,10,36611,28195,27769
83800,15,35713,27090,26551
83800,20,34058,26032,24867
83800,30,32774,25008,23337
83800,50,31261,25597,20570
83900,5,41212,32636,32479
83900,10,36738,28228,27840
83900,15,35531,27122,26591
83900,20,34041,25947,24880
83900,30,32947,24821,23148
83900,50,31201,25567,20516
84000,5,41291,32725,32485
84000,10,36890,28384,27927
84000,15,35658,27112,26724
84000,20,34219,26081,25453
84000,30,32568,24927,23139
84000,50,32149,26628,21211
84100,5,41483,33023,32647
84100,10,36975,28482,28025
84100,15,35605,27146,26632
84100,20,34253,26212,25089
84100,30,32645,24863,23222
84100,50,31306,25665,20557
84200,5,41483,32863,32597
84200,10,37045,28530,28060
84200,15,35930,27385,27282
84200,20,34393,26278,25173
84200,30,32671,24901,23215
84200,50,31350,25718,20598
84300,5,41561,32943,32940
84300,10,37107,28619,28149
84300,15,35634,27194,26677
84300,20,34493,26292,25272
84300,30,32699,24955,23260
